crop,N,temperature,humidity,rainfall,Area(hectares),yield(t/ha)
maize,144.17,19.26,38.25,233.56,4645.05,14.905387455463345
rice,31.78,36.1,73.07,241.68,3263.01,8.479201718658539
watermelon,84.44,18.55,33.26,489.73,1146.06,17.91274453344502
coconut,50.71,20.8,64.52,479.62,4990.18,16.34831208493481
coffee,90.14,16.46,35.1,300.42,1974.93,11.20205273098287
cotton,62.08,33.16,46.38,460.06,4694.92,18.82595656582008
lentil,68.71,32.17,75.25,399.99,1745.99,15.777106398089336
jute,120.09,36.33,76.36,324.19,3984.44,11.2949498549357
chickpea,128.33,14.1,50.34,111.63,345.56,9.184743604583865
muskmelon,47.76,22.36,36.88,464.54,3816.79,16.379101286683312
apple,64.91,21.73,60.0,289.88,3142.26,14.935317255733134
jute,74.13,36.03,35.69,206.46,3230.22,11.097807579669498
cotton,47.59,26.29,73.69,479.88,490.16,22.18138975028562
coffee,25.75,31.33,87.72,499.89,4942.05,17.05183678837729
chickpea,43.62,27.96,86.83,201.29,1335.43,13.092853987105276
apple,40.18,21.9,76.89,387.93,4414.76,15.62930034701773
banana,129.79,34.53,70.28,71.81,10.64,11.596804511278195
muskmelon,85.82,13.42,63.79,388.68,3241.87,13.987939059863598
apple,121.25,27.02,52.64,497.08,4460.09,19.188462564656767
grapes,117.66,12.62,92.32,215.88,632.04,8.94848427314727
muskmelon,128.87,27.27,88.97,468.27,3454.24,17.491016837278245
cotton,86.98,37.5,36.55,229.44,4698.07,10.290225560708972
mango,52.84,37.41,59.36,79.91,2838.37,6.992249072531066
watermelon,51.72,27.21,30.41,462.39,1828.83,19.815105832690847
coconut,45.5,30.98,57.65,452.98,1126.9,19.035779572277928
coffee,83.13,33.61,44.31,459.09,3820.19,14.865171627589204
grapes,73.62,17.4,93.84,292.63,2733.48,14.72807556667691
jute,147.54,13.85,67.11,71.01,141.51,8.970885449791535
lentil,143.87,21.94,43.64,261.17,2812.21,16.26653059337674
lentil,102.0,37.02,32.17,223.83,839.38,9.627058066668257
muskmelon,67.57,12.33,65.0,176.32,1295.16,9.315968683405911
maize,76.83,38.69,85.74,453.01,414.36,11.867289313640311
apple,142.06,10.94,31.24,288.37,4607.65,8.126200991828808
coconut,80.49,32.49,52.45,358.56,267.15,15.105745835672844
mango,76.46,11.07,43.88,301.05,4902.08,8.914987107513547
chickpea,46.98,27.55,44.93,252.48,2657.98,14.052411982031469
maize,68.59,30.56,92.32,88.56,4920.3,9.088490539194764
jute,57.13,13.42,74.86,426.09,227.27,13.407796893562722
lentil,104.7,10.76,64.62,76.21,2858.67,7.360153497955342
coconut,112.27,25.99,93.33,69.37,773.92,12.550121459582387
watermelon,114.76,32.37,82.58,274.35,841.34,12.835405424679678
banana,26.66,10.47,31.03,97.65,3121.18,9.005946468963662
apple,113.51,34.4,60.07,322.85,4737.82,11.369771329429993
grapes,25.6,35.35,61.07,98.9,2626.19,11.43125211808742
muskmelon,27.03,33.33,60.67,355.81,3704.8,13.757366119628587
muskmelon,31.24,31.86,85.43,269.01,1272.5,13.296770137524556
grapes,57.21,31.91,88.57,327.97,4001.24,15.596445102018375
muskmelon,93.51,25.02,33.28,203.44,3863.66,14.553705553801318
cotton,100.69,31.77,77.27,365.58,2826.03,13.95339398378644
grapes,117.55,25.19,91.05,465.03,2217.43,17.241441668959112
apple,80.91,33.31,48.72,469.88,758.01,16.244376723262224
rice,131.26,24.9,89.71,400.53,4743.83,16.686211352430423
coconut,112.61,20.73,57.89,146.03,4682.03,13.556662387895848
coffee,26.87,10.7,56.1,312.59,3675.01,11.728011624458164
coffee,58.02,33.25,70.56,417.74,4533.68,13.69002002788022
rice,86.93,14.24,91.12,195.02,2922.64,11.342594366736924
mango,74.11,11.92,86.3,477.0,3609.41,11.616283547726637
muskmelon,103.73,13.17,37.36,360.07,1455.44,14.54516160061562
watermelon,69.42,28.96,68.41,489.62,2810.87,16.650111887066995
rice,93.84,28.64,74.01,125.92,1575.96,14.593930048986016
watermelon,131.95,36.6,31.91,283.85,4724.73,9.45095486937878
cotton,147.7,26.04,82.96,198.5,2127.78,15.356230437357244
coconut,128.51,35.37,66.11,244.2,3660.15,10.256216275289264
cotton,121.2,19.75,72.51,223.12,4395.59,14.476113559271903
cotton,45.04,19.29,49.22,402.88,1439.6,17.793449569324814
lentil,64.8,38.57,39.63,296.47,4529.39,8.62371754253884
maize,48.98,28.52,93.51,446.96,3209.39,18.06152882635018
muskmelon,124.65,15.14,73.24,242.82,1059.68,11.498688283255325
maize,25.59,21.4,33.78,205.05,712.24,13.917359317084127
coffee,70.33,10.47,41.4,168.81,2239.35,8.714631477884208
mango,139.13,27.03,78.48,396.28,4976.12,17.173404178355828
apple,136.76,25.17,54.7,392.29,1338.89,20.43122287865321
lentil,93.05,28.52,60.92,322.28,3158.35,14.645276805927146
coffee,52.05,21.14,37.6,218.35,979.69,13.91517724994641
jute,79.99,10.37,62.4,94.21,3220.31,6.06235735068984
coconut,132.17,25.55,94.11,479.41,2007.45,17.952501930309598
lentil,26.13,16.69,57.55,60.8,4155.97,9.4846714485427
muskmelon,50.72,12.63,77.57,106.02,825.53,7.107906435865444
banana,128.06,34.71,75.54,403.31,2235.04,15.800706027632614
rice,103.12,13.44,38.07,424.05,3566.35,13.871958725307389
muskmelon,23.56,19.83,69.31,345.19,4764.29,15.25873949738576
rice,125.34,24.36,51.15,234.25,2850.42,14.598483732221917
muskmelon,94.63,23.24,72.41,232.06,2019.32,15.334429411881228
coconut,24.82,33.4,86.33,195.21,1359.41,12.89630060099602
apple,26.52,31.63,69.12,155.63,4114.68,12.13036007660377
coconut,69.55,31.38,58.53,396.94,2089.95,16.371200267948993
grapes,40.16,37.85,46.03,400.13,80.89,13.959945605142789
banana,101.11,30.91,69.57,159.46,793.37,12.277424152665214
muskmelon,62.1,33.52,86.29,483.8,2763.61,14.349788863117444
lentil,24.46,13.99,89.71,422.91,3188.79,13.547292233104091
mango,68.89,28.49,94.64,157.83,4631.35,12.931128072808145
chickpea,107.75,35.74,60.45,264.84,4059.78,13.401046362118144
coconut,129.35,13.36,51.25,340.85,550.55,10.995222958859324
lentil,82.82,39.04,32.22,110.91,2581.85,8.58036291806263
apple,106.65,22.66,78.68,249.63,987.78,16.005122598149388
banana,82.62,35.06,41.0,120.75,4491.25,11.408215975507932
lentil,75.89,21.86,45.28,323.54,1842.75,14.179644552977887
watermelon,119.33,36.12,34.73,402.14,797.81,13.23232348554167
mango,109.42,39.13,54.58,443.72,3689.13,12.235657187466964
muskmelon,22.0,30.42,42.08,474.22,3088.78,16.292325772635152
banana,98.64,33.28,64.1,487.84,3679.95,16.511936303482386
coffee,133.72,26.04,68.38,52.51,2682.89,12.57856266936028
muskmelon,26.47,18.02,81.42,418.73,4906.78,16.12443802249133
orange,72.53,28.83,87.71,222.09,4764.78,14.09769601114847
watermelon,99.54,17.34,50.69,219.68,3956.63,14.883511978628276
coconut,121.45,30.36,68.34,477.18,4311.24,18.033827854631152
maize,128.94,25.55,33.11,379.58,1161.08,20.021350811313606
watermelon,87.03,19.7,54.24,396.99,2028.66,15.782373586505376
orange,129.09,34.81,88.55,341.23,4863.3,13.257238911849978
coffee,97.63,11.13,58.91,143.48,3034.56,10.472341954022989
coconut,134.67,14.82,94.36,99.99,4906.95,8.402258021785427
watermelon,72.77,27.95,54.88,75.13,538.48,11.115231763482395
muskmelon,80.04,25.69,76.49,478.9,1283.66,20.71087359581197
coffee,105.29,30.4,34.71,57.98,3153.76,9.927175815534472
watermelon,76.67,27.49,92.62,367.59,1631.89,14.278523675002605
chickpea,118.29,24.95,80.39,274.64,4731.97,16.032785499485414
maize,92.98,32.97,89.58,381.1,476.41,15.493398543271551
jute,21.82,30.31,85.64,407.94,4837.16,20.190547759429087
coffee,68.21,27.22,49.53,371.31,495.05,15.113261286738712
orange,73.08,34.51,60.77,332.1,2179.86,14.161207600488105
mango,35.06,34.3,59.41,223.71,795.14,12.30722891566265
rice,144.36,36.72,31.63,247.2,22.34,10.0550581915846
muskmelon,46.12,24.19,39.89,366.72,1702.49,16.634182873320842
lentil,49.0,37.11,47.65,101.3,4598.72,7.322285331570524
cotton,66.51,17.04,69.14,350.76,1190.54,13.934995884220603
coconut,26.66,31.49,68.84,317.41,3671.59,15.059028922074631
orange,50.82,14.78,31.99,55.6,1099.2,11.25856077147016
mango,42.46,18.06,58.54,408.76,2589.82,13.020113366952142
coconut,65.19,33.45,82.56,357.19,1955.52,14.921161634756997
apple,63.58,12.61,70.13,385.76,3663.43,12.94456561200842
rice,39.9,22.34,81.81,333.49,4775.85,15.554856203607734
jute,119.03,11.68,37.05,217.44,1350.13,9.54019983260871
rice,44.95,36.27,67.07,347.95,3714.2,14.301052716601154
cotton,43.56,33.64,49.98,73.32,4520.36,8.502063994903061
grapes,55.77,16.48,85.77,177.31,3645.48,12.866873498140162
banana,88.11,13.83,88.63,456.07,4523.0,14.751819588768516
muskmelon,74.36,24.09,49.44,129.91,507.58,14.167815910792388
coconut,52.45,32.57,58.58,333.42,3854.3,11.319897257608384
mango,91.68,17.36,47.98,73.91,3575.48,9.294243010728628
grapes,78.89,27.93,59.64,393.88,1555.96,14.389296640016452
lentil,48.48,25.56,32.65,255.98,2039.33,15.266719952141145
jute,121.65,38.7,48.94,419.96,925.43,10.51893714273365
orange,133.96,13.51,88.96,56.78,2489.94,6.383370683630931
watermelon,84.75,38.53,77.0,67.28,725.59,4.158698438512108
maize,99.36,25.07,67.87,191.12,4643.7,14.418196696599695
grapes,29.75,14.5,53.88,219.37,2517.28,12.69150829466726
mango,21.3,29.51,37.65,176.34,3565.89,12.035685340826554
jute,44.66,26.96,43.54,211.13,1741.91,16.827976187059033
maize,34.59,30.1,58.13,481.92,753.92,17.143914473684212
apple,101.0,26.79,54.24,225.68,887.67,15.574199871573896
banana,90.19,21.57,83.22,369.42,3023.33,16.617478078807146
apple,60.88,26.68,82.16,52.97,3038.38,14.476655322902335
rice,145.43,23.39,64.79,434.15,1260.99,18.41989230683828
grapes,149.17,32.25,69.52,315.07,980.97,12.964973444651722
banana,56.75,34.75,83.52,426.84,1532.45,16.51822897973833
cotton,132.26,21.81,38.28,75.08,3832.97,10.68879745993316
coffee,42.14,37.58,40.32,329.52,3235.84,14.525192840189872
watermelon,129.27,37.79,62.03,374.6,2330.4,13.008024373498111
rice,80.54,35.17,74.59,452.67,3795.57,14.475441106342394
jute,126.24,10.93,53.55,206.18,4723.41,8.376596569004173
cotton,76.57,22.24,52.64,408.64,4165.74,17.0377940053868
chickpea,44.59,36.25,47.5,276.32,2086.48,12.79645143974541
orange,57.91,19.92,62.05,436.43,145.41,16.463654494188845
maize,78.08,34.69,57.68,245.53,4538.49,12.257781773232947
mango,55.71,27.3,50.32,60.35,3523.15,13.105959155869035
watermelon,38.98,13.51,72.69,360.07,2828.51,12.24424520330492
mango,66.2,33.09,93.19,200.92,1814.97,10.753037240284964
lentil,51.99,30.94,88.79,239.94,4985.95,13.733491110019154
muskmelon,63.62,27.41,76.88,315.63,3495.67,16.137495816252677
muskmelon,87.12,18.76,49.53,290.66,2957.63,12.171688142194933
lentil,70.96,29.96,42.62,86.69,3155.75,12.62249227600412
watermelon,88.16,24.66,30.42,418.36,3703.3,18.46933005697621
mango,56.99,25.15,53.52,372.75,159.78,16.774001752409564
rice,110.36,19.65,50.09,294.9,3641.46,16.159551388728698
muskmelon,67.96,32.28,46.12,276.87,639.25,10.953867813844347
apple,104.49,24.84,78.08,456.78,1922.36,21.29759254249985
cotton,107.82,21.89,93.23,226.99,1286.53,16.398202917926515
grapes,133.01,27.18,48.72,474.56,567.71,19.281605044829227
cotton,133.98,17.39,30.43,177.49,150.58,12.414729711781112
watermelon,30.99,27.91,87.32,464.67,4191.89,18.140678786895645
rice,63.85,34.32,31.33,121.13,1748.25,10.052441012441012
banana,61.65,13.55,35.37,451.55,3640.83,12.24730899272968
chickpea,76.5,37.29,30.57,119.29,3770.85,9.378882745269635
lentil,74.75,18.36,43.99,262.35,1394.38,12.165155839871485
orange,21.95,22.37,50.35,313.93,4589.99,17.608602633121205
grapes,67.53,20.81,63.56,362.92,697.2,16.159523809523808
lentil,144.56,28.88,47.11,128.03,2088.76,13.434382121450046
banana,62.53,29.6,64.59,448.42,1785.38,14.1966976217948
banana,100.78,15.25,54.7,69.02,4812.66,8.905894037808613
rice,140.12,27.09,33.89,278.71,1995.85,14.60093694415913
muskmelon,87.27,13.47,66.84,147.34,4485.02,9.672407257938648
muskmelon,49.9,12.3,94.07,423.24,4439.78,11.246602309123428
maize,100.7,21.73,34.69,302.2,3063.11,14.074616974251658
banana,118.13,15.99,56.87,279.26,4120.75,15.014689073590972
maize,25.44,22.49,38.23,474.51,682.11,16.910703552212986
chickpea,136.36,16.41,39.12,418.08,3846.87,17.296687956702463
muskmelon,28.88,28.8,40.36,272.46,41.19,14.023792182568585
grapes,122.78,32.91,89.88,492.07,4681.6,17.217233424470265
maize,67.79,27.37,52.56,382.81,60.67,16.26388659963738
chickpea,57.12,25.83,41.02,393.88,3821.54,17.23512248988628
coffee,28.92,15.72,33.52,186.13,2348.72,11.52721482339317
rice,20.01,25.54,85.28,336.77,655.86,17.597429329430064
grapes,107.53,10.8,94.34,65.58,4342.35,6.072474581735696
lentil,97.07,22.35,50.71,429.17,3529.21,16.235950821855315
grapes,92.36,32.53,41.17,280.13,4400.4,11.12355922188892
jute,96.81,13.69,89.32,331.16,4899.2,11.527431009144353
watermelon,147.81,15.21,84.33,379.08,1895.31,16.66562198268357
apple,147.61,18.17,39.59,475.38,4010.84,17.340786468669904
muskmelon,63.71,24.1,36.22,219.28,2409.98,14.868447041054283
apple,140.5,30.56,49.66,163.25,1836.52,12.993160978372138
muskmelon,148.5,27.85,85.86,254.78,595.45,15.534268200520613
rice,60.05,31.43,76.5,216.52,850.5,12.989559082892416
mango,75.85,23.93,69.47,417.31,1327.09,15.955715136124905
muskmelon,83.69,29.91,49.43,460.25,4439.56,18.5622494121039
coconut,105.43,25.4,57.32,358.86,3683.54,15.13736785809303
watermelon,38.85,22.67,36.27,266.81,2139.05,15.59648442065403
rice,26.33,23.06,42.23,393.78,4245.85,16.240910536170613
mango,75.88,27.24,59.06,66.37,3686.02,12.348467995290312
chickpea,28.04,20.59,33.12,193.66,1583.07,10.6604445792037
grapes,74.3,13.27,32.22,126.88,1205.1,8.274043647830055
apple,124.68,15.88,89.22,443.87,1299.25,15.730105830286703
mango,144.67,24.69,37.92,357.41,1411.09,16.255426655989343
coffee,50.88,22.93,69.34,384.09,863.79,17.70277498002987
watermelon,93.04,27.88,45.1,436.57,1088.41,14.79706176900249
lentil,62.65,38.75,92.53,293.04,1765.56,9.702275765196312
jute,131.61,16.11,87.65,206.69,1012.04,12.01925813208964
lentil,130.48,13.65,34.36,457.02,3885.51,13.262881835331784
chickpea,91.25,39.12,78.08,365.46,2725.01,8.040113614261966
chickpea,48.09,20.62,55.99,449.17,894.74,18.60819902988578
mango,30.92,30.71,87.58,99.76,4633.48,14.113549643032885
orange,136.92,19.61,56.23,185.45,1908.63,10.450364921435794
banana,49.53,10.03,62.46,244.71,4798.75,10.10483771815577
watermelon,144.1,31.83,64.95,438.17,1835.31,17.008347363660636
coffee,31.48,24.35,70.96,267.87,4145.89,13.931833695539437
muskmelon,103.57,24.5,32.32,156.77,1320.84,17.93012022652252
orange,95.96,18.81,72.88,192.38,2794.73,10.63553187606674
lentil,20.66,29.75,86.17,391.84,1677.71,16.803505969446448
rice,115.7,13.74,58.33,366.63,416.62,15.37753828428784
lentil,148.56,34.19,54.98,136.39,1883.26,12.882549409003536
maize,61.73,18.56,30.63,461.94,3423.92,17.179008271221292
rice,82.59,39.42,41.48,113.48,2236.93,5.949524571622716
grapes,68.35,26.41,84.29,416.91,4807.72,18.43349862304793
orange,145.6,39.11,80.65,185.44,2340.89,10.059938741247986
maize,93.78,19.57,75.3,180.13,2321.27,8.779241535883376
apple,42.24,20.38,82.74,335.15,1119.92,13.614740338595611
chickpea,50.78,35.95,51.82,284.75,515.78,10.25055256116949
grapes,78.59,19.75,52.26,289.68,428.86,13.774028820594133
muskmelon,54.56,31.24,37.44,320.0,4162.71,14.378952653439708
jute,69.4,35.66,67.37,439.58,2588.24,15.760277254041355
mango,85.75,17.78,76.54,163.97,230.3,11.391228831958315
grapes,131.5,34.11,83.77,236.5,4088.58,11.2184254680109
watermelon,139.21,31.02,45.14,227.76,3971.51,11.076074339482966
maize,72.87,10.16,46.62,447.42,1006.02,13.526639629430829
watermelon,103.14,38.54,86.1,341.27,2181.29,12.277707228291517
banana,133.8,14.19,55.15,499.86,1915.3,15.19901320941889
cotton,43.03,27.3,50.15,203.78,2373.84,14.283494254035656
rice,127.59,20.25,68.25,449.11,1489.33,19.83539578199593
grapes,59.45,13.66,34.69,231.42,402.31,10.839452163754318
chickpea,72.78,33.92,53.71,149.67,1481.1,9.537006279116872
muskmelon,111.84,27.68,61.04,444.07,99.47,20.17231326027948
coconut,136.96,20.14,68.32,187.15,4670.89,13.28562436709064
mango,120.38,31.74,76.77,149.24,3353.01,10.80879866150116
coconut,25.32,30.25,77.95,57.18,2001.81,11.19595266284013
cotton,98.7,23.23,34.42,238.85,4475.48,17.040496214931135
jute,64.9,20.06,54.3,101.79,2343.31,8.928357750361668
maize,28.51,28.51,36.72,148.02,999.42,12.143163034560049
coconut,128.22,22.48,71.89,415.36,1604.89,15.729395784134738
lentil,35.46,16.93,90.16,452.55,858.34,15.231504998019432
coconut,103.65,21.72,77.63,430.17,957.67,17.280545490617857
mango,122.76,33.29,77.17,394.06,1284.76,14.820978237180489
banana,104.9,20.41,86.14,59.69,3619.27,11.125942524321204
maize,100.25,39.71,34.23,154.9,3073.32,7.125567789881952
maize,114.37,20.54,42.14,409.75,934.95,18.603176640462056
jute,118.0,31.06,55.2,494.07,1183.8,14.932623754012504
coconut,43.22,21.33,48.31,358.52,545.41,15.500742560642454
cotton,110.31,10.2,56.09,105.37,3886.76,7.3936131893916786
cotton,62.21,23.98,91.96,176.96,1405.7,12.452408052927366
cotton,75.5,16.13,64.54,369.86,2965.37,11.567827960760376
grapes,97.86,36.3,46.22,447.89,1401.3,16.375151644901162
jute,91.69,20.72,91.31,113.82,2543.59,12.91788770989035
apple,54.02,10.17,51.83,492.64,1070.31,13.473965486634714
rice,136.83,13.31,58.12,169.29,4318.36,11.52433099602627
grapes,32.21,11.37,81.67,121.1,578.01,6.094427432051348
coconut,125.81,31.96,65.58,369.09,3006.48,15.420242276682366
watermelon,121.7,19.37,36.44,324.19,2507.98,15.854436638250704
muskmelon,141.79,15.9,83.26,396.66,1178.83,15.754078196177568
chickpea,132.68,19.88,71.95,73.71,680.43,14.553355966080275
lentil,108.58,17.83,58.26,288.48,1657.25,13.099423744154471
watermelon,135.21,10.52,47.81,464.4,1433.69,12.236250514406882
banana,149.19,21.61,78.82,151.42,2207.83,15.647567973983504
rice,42.91,36.16,88.43,131.77,399.7,9.2485614210658
muskmelon,136.06,19.73,65.78,438.71,3709.63,16.79194960144273
jute,116.01,26.22,67.7,243.64,380.31,14.090820646314848
orange,33.91,22.11,39.63,397.69,1236.56,17.804433266481208
rice,25.84,36.5,52.42,260.68,1694.96,7.62350733940624
orange,74.33,30.5,36.62,460.52,2730.69,17.24933991042557
muskmelon,75.86,16.65,70.12,182.32,1648.33,12.82090964794671
cotton,100.91,29.67,37.94,494.9,492.83,19.08980784448999
apple,88.61,15.42,73.54,213.98,1403.16,9.778036717124204
grapes,134.93,18.15,47.08,157.48,1247.9,11.713310361407164
watermelon,26.9,18.41,88.71,253.7,532.98,12.484258321137752
jute,99.13,12.69,63.76,428.89,118.28,12.5069327020629
mango,50.36,25.32,62.02,238.14,173.11,15.604124545086938
maize,136.06,10.58,76.52,479.01,1428.84,14.983119173595364
apple,133.44,13.73,92.13,93.66,4877.53,9.534465190372996
maize,57.11,15.71,62.44,99.29,549.27,9.99224425146103
cotton,110.44,26.4,90.55,387.78,2764.87,17.93683247313617
jute,83.46,27.65,61.95,311.58,2879.69,16.04823088596342
chickpea,47.01,22.12,49.69,423.74,2371.2,17.236652327935225
cotton,125.08,15.83,60.33,306.17,101.7,14.293411996066864
muskmelon,22.91,18.07,46.93,362.52,2273.81,12.820094906786409
watermelon,135.77,19.59,93.69,481.81,4044.54,17.59548922745232
watermelon,22.1,24.93,48.52,374.09,3303.06,17.43864174432193
banana,83.44,39.08,47.09,244.44,2268.26,8.988118646010598
lentil,59.39,34.08,46.37,175.54,3226.44,9.15513073232417
chickpea,20.92,21.18,57.0,97.74,1260.19,11.12807592505892
chickpea,22.17,13.48,75.81,95.08,3947.97,9.148534563332548
chickpea,134.71,24.33,92.81,325.02,1733.11,19.52857002729198
rice,131.99,26.89,75.24,467.69,4209.26,16.06267372412253
orange,106.7,34.12,49.19,375.77,2697.86,14.1131934199699
banana,63.44,36.48,83.29,473.98,1445.22,16.770145721758624
mango,121.55,17.2,55.39,395.07,3785.87,13.884499467757742
banana,48.31,16.45,62.61,116.59,2765.63,11.083402335091824
jute,64.73,36.72,94.75,411.4,70.78,10.480079118395029
mango,28.67,25.79,35.05,206.21,497.54,14.110222293684927
apple,51.58,15.33,75.62,214.02,3325.45,13.555599993985778
chickpea,113.01,18.56,30.75,94.74,1107.98,9.575551905269048
coffee,82.29,22.34,93.46,198.79,4710.04,11.86705208448336
muskmelon,34.49,10.52,30.57,340.74,2873.17,13.592363138971937
banana,85.71,16.01,84.73,261.74,4784.11,13.87229181603266
watermelon,29.33,14.11,79.7,260.9,3308.41,12.854667347759197
apple,100.74,38.67,55.56,299.33,2843.36,10.84190886838107
muskmelon,45.8,26.52,56.51,435.22,3335.76,19.72836475046166
coconut,48.05,24.62,82.99,444.28,2265.69,17.432676138394925
lentil,119.07,26.26,83.14,51.59,2563.23,12.07849861307803
chickpea,139.47,30.64,37.8,374.59,3928.43,15.712422010828757
orange,61.78,11.76,66.97,72.99,583.33,9.056606037748786
cotton,142.22,33.82,59.07,344.16,2298.35,14.49568603563426
muskmelon,109.13,15.7,58.44,339.56,275.23,12.226428804999454
mango,128.78,33.44,51.38,309.19,1397.84,14.263070165398045
banana,90.67,37.9,82.71,311.32,699.17,12.628645393824106
